id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
860,2019,Al Amerat,10/05/19,Oman,Hong Kong,Oman,Fielding,normal,,Oman,,7 wickets,,Al Amerat,,,
861,2019,Al Amerat,10/05/19,Ireland,Netherlands,Ireland,Fielding,normal,,Ireland,,6 wickets,,Al Amerat,,,
862,2019,Cortijo Polo Club Pitch A,10/05/19,Argentina,Chile,Argentina,Fielding,normal,,Argentina,28 runs,,,Cortijo Polo Club Pitch A,,,
863,2019,Cortijo Polo Club Pitch B,10/05/19,Peru,Mexico,Mexico,Batting,normal,,Mexico,39 runs,,,Cortijo Polo Club Pitch B,,,
864,2019,Lahore,10/05/19,Pakistan,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,64 runs,,,Gaddafi stadium,,,
865,2019,Cortijo Polo Club Pitch A,10/05/19,Peru,Chile,Peru,Fielding,normal,,Peru,60 runs,,,Cortijo Polo Club Pitch A,,,
866,2019,Cortijo Polo Club Pitch B,10/05/19,Brazil,Mexico,Mexico,Fielding,normal,,Mexico,20 runs,,,Cortijo Polo Club Pitch B,,,
867,2019,Al Amerat,10/06/19,Oman,Ireland,Oman,Fielding,normal,,Oman,43 runs,,,Al Amerat,,,
868,2019,Al Amerat,10/06/19,Hong Kong,Nepal,Nepal,Batting,normal,,Nepal,,4 wickets,,Al Amerat,,,
869,2019,Lima Cricket and Football,10/06/19,Argentina,Mexico,Argentina,Fielding,normal,,Argentina,,4 wickets,,Lima Cricket and Football,,,
870,2019,Al Amerat,10/07/19,Nepal,Netherlands,Nepal,Fielding,normal,,Nepal,,4 wickets,,Al Amerat,,,
871,2019,Al Amerat,10/07/19,Hong Kong,Ireland,Ireland,Batting,normal,,Ireland,66 runs,,,Al Amerat,,,
872,2019,Lahore,10/07/19,Pakistan,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,35 runs,,,Gaddafi stadium,,,
873,2019,Al Amerat,10/09/19,Ireland,Nepal,Ireland,Fielding,normal,,Ireland,13 runs,,,Al Amerat,,,
874,2019,Al Amerat,10/09/19,Oman,Netherlands,Oman,Batting,normal,,Oman,,7 wickets,,Al Amerat,,,
875,2019,Lahore,10/09/19,Pakistan,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,13 runs,,,Gaddafi stadium,,,
876,2019,Doha,10/09/19,Qatar,Jersey,Qatar,Batting,normal,,Qatar,20 runs,,,Doha,,,
877,2019,Al Amerat,10/10/19,Hong Kong,Netherlands,Netherlands,Batting,normal,,Netherlands,37 runs,,,Al Amerat,,,
878,2019,Al Amerat,10/10/19,Oman,Nepal,Oman,Batting,normal,,Oman,,6 wickets,,Al Amerat,,,
879,2019,Doha,10/10/19,Qatar,Jersey,Qatar,Fielding,normal,,Qatar,,6 wickets,,Doha,,,
880,2019,Doha,10/11/19,Qatar,Jersey,Qatar,Fielding,normal,,Qatar,,8 wickets,,Doha,,,
881,2019,Corfu,10/14/19,Bulgaria,Serbia,Bulgaria,Fielding,normal,,Bulgaria,,6 wickets,,Corfu,,,
882,2019,Corfu,10/15/19,Greece,Serbia,Greece,Batting,normal,,Greece,,10 wickets,,Corfu,,,
883,2019,Corfu,10/16/19,Greece,Bulgaria,Greece,Batting,normal,,Greece,,9 wickets,,Corfu,,,
884,2019,Marsa,10/18/19,Malta,Czech Rep.,Czech Rep.,Fielding,normal,,Czech Rep.,12 runs,,,Marsa,,,
885,2019,ICCA Dubai,10/18/19,Scotland,Singapore,Singapore,Fielding,normal,,Singapore,2 runs,,,ICCA Dubai,,,
886,2019,Abu Dhabi,10/18/19,Hong Kong,Ireland,Ireland,Batting,normal,,Ireland,,8 wickets,,Abu Dhabi,,,
887,2019,ICCA Dubai,10/18/19,Kenya,Netherlands,Netherlands,Batting,normal,,Netherlands,30 runs,,,ICCA Dubai,,,
888,2019,Corfu,10/18/19,Greece,Bulgaria,Bulgaria,Fielding,normal,,Bulgaria,18 runs,,,Corfu,,,
889,2019,Abu Dhabi,10/18/19,U.A.E.,Oman,Oman,Batting,normal,,Oman,,7 wickets,,Abu Dhabi,,,
890,2019,ICCA Dubai,10/19/19,Bermuda,P.N.G.,P.N.G.,Batting,normal,,P.N.G.,,10 wickets,,ICCA Dubai,,,
891,2019,Abu Dhabi,10/19/19,Jersey,Nigeria,Jersey,Fielding,normal,,Jersey,69 runs,,,Abu Dhabi,,,
892,2019,ICCA Dubai,10/19/19,Namibia,Netherlands,Netherlands,Batting,normal,,Netherlands,44 runs,,,ICCA Dubai,,,
893,2019,ICCA 2 Dubai,10/19/19,Kenya,Scotland,Scotland,Batting,normal,,Scotland,31 runs,,,ICCA 2 Dubai,,,
894,2019,Abu Dhabi,10/19/19,U.A.E.,Ireland,U.A.E.,Fielding,normal,,U.A.E.,,5 wickets,,Abu Dhabi,,,
895,2019,Marsa,10/20/19,Malta,Czech Rep.,Czech Rep.,Batting,normal,,Czech Rep.,82 runs,,,Marsa,,,
896,2019,ICCA 2 Dubai,10/20/19,Namibia,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,81 runs,,,ICCA 2 Dubai,,,
897,2019,Tolerance Oval,10/20/19,Canada,Jersey,Canada,Fielding,normal,,Canada,53 runs,,,Tolerance Oval,,,
898,2019,ICCA 2 Dubai,10/20/19,Bermuda,Singapore,Singapore,Batting,normal,,Singapore,,5 wickets,,ICCA 2 Dubai,,,
899,2019,Abu Dhabi,10/20/19,Hong Kong,Oman,Oman,Fielding,normal,,Oman,,7 wickets,,Abu Dhabi,,,
900,2019,ICCA Dubai,10/21/19,P.N.G.,Scotland,Scotland,Batting,normal,,Scotland,4 runs,,,ICCA Dubai,,,
901,2019,Abu Dhabi,10/21/19,U.A.E.,Hong Kong,U.A.E.,Fielding,normal,,U.A.E.,,8 wickets,,Abu Dhabi,,,
902,2019,Tolerance Oval,10/21/19,Ireland,Oman,Ireland,Fielding,normal,,Ireland,35 runs,,,Tolerance Oval,,,
903,2019,ICCA Dubai,10/21/19,Bermuda,Kenya,Kenya,Fielding,normal,,Kenya,45 runs,,,ICCA Dubai,,,
904,2019,Abu Dhabi,10/21/19,Canada,Nigeria,Canada,Batting,normal,,Canada,50 runs,,,Abu Dhabi,,,
905,2019,ICCA Dubai,10/22/19,Namibia,Scotland,Namibia,Batting,normal,,Namibia,24 runs,,,ICCA Dubai,,,
906,2019,ICCA Dubai,10/22/19,Netherlands,Singapore,Netherlands,Batting,normal,,Netherlands,,5 wickets,,ICCA Dubai,,,
907,2019,Tolerance Oval,10/22/19,U.A.E.,Jersey,Jersey,Fielding,normal,,Jersey,35 runs,,,Tolerance Oval,,,
908,2019,ICCA 2 Dubai,10/23/19,Bermuda,Namibia,Namibia,Batting,normal,,Namibia,,6 wickets,,ICCA 2 Dubai,,,
909,2019,Tolerance Oval,10/23/19,Nigeria,Oman,Oman,Batting,normal,,Oman,,7 wickets,,Tolerance Oval,,,
910,2019,ICCA 2 Dubai,10/23/19,Kenya,Singapore,Kenya,Batting,normal,,Kenya,,7 wickets,,ICCA 2 Dubai,,,
911,2019,Abu Dhabi,10/23/19,Canada,Ireland,Canada,Fielding,normal,,Canada,10 runs,,,Abu Dhabi,,,
912,2019,Abu Dhabi,10/23/19,Hong Kong,Jersey,Hong Kong,Fielding,normal,,Hong Kong,8 runs,,,Abu Dhabi,,,
913,2019,ICCA Dubai,10/24/19,Netherlands,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,,5 wickets,,ICCA Dubai,,,
914,2019,Tolerance Oval,10/24/19,U.A.E.,Nigeria,U.A.E.,Fielding,normal,,U.A.E.,,5 wickets,,Tolerance Oval,,,
915,2019,Tolerance Oval,10/24/19,Canada,Hong Kong,Hong Kong,Batting,normal,,Hong Kong,32 runs,,,Tolerance Oval,,,
916,2019,Dubai (DSC),10/24/19,Bermuda,Scotland,Scotland,Batting,normal,,Scotland,46 runs,,,Dubai (DSC),,,
917,2019,Dubai (DSC),10/25/19,P.N.G.,Singapore,P.N.G.,Batting,normal,,P.N.G.,43 runs,,,Dubai (DSC),,,
918,2019,Tolerance Oval,10/25/19,Ireland,Jersey,Ireland,Batting,normal,,Ireland,,8 wickets,,Tolerance Oval,,,
919,2019,Dubai (DSC),10/25/19,Kenya,Namibia,Namibia,Fielding,normal,,Namibia,87 runs,,,Dubai (DSC),,,
920,2019,Cartagena,10/25/19,Spain,Portugal,Spain,Fielding,normal,,Spain,,8 wickets,,Cartagena,,,
921,2019,Abu Dhabi,10/25/19,Canada,Oman,Oman,Fielding,normal,,Oman,,8 wickets,,Abu Dhabi,,,
922,2019,Abu Dhabi,10/26/19,Ireland,Nigeria,Ireland,Fielding,normal,,Ireland,,8 wickets,,Abu Dhabi,,,
923,2019,Cartagena,10/26/19,Gibraltar,Portugal,Portugal,Fielding,normal,,Portugal,,6 wickets,,Cartagena,,,
924,2019,Dubai (DSC),10/26/19,Bermuda,Netherlands,Netherlands,Batting,normal,,Netherlands,92 runs,,,Dubai (DSC),,,
925,2019,Cartagena,10/26/19,Spain,Gibraltar,Spain,Fielding,normal,,Spain,,8 wickets,,Cartagena,,,
926,2019,Cartagena,10/26/19,Spain,Portugal,Spain,Batting,normal,,Spain,29 runs,,,Cartagena,,,
927,2019,Dubai (DSC),10/26/19,Namibia,Singapore,Namibia,Batting,normal,,Namibia,87 runs,,,Dubai (DSC),,,
928,2019,Adelaide,10/27/19,Australia,Sri Lanka,Australia,Fielding,normal,,Australia,134 runs,,,Adelaide,,,
929,2019,Dubai (DSC),10/27/19,Kenya,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,45 runs,,,Dubai (DSC),,,
930,2019,Tolerance Oval,10/27/19,Hong Kong,Nigeria,Hong Kong,Batting,normal,,Hong Kong,,5 wickets,,Tolerance Oval,,,
931,2019,Cartagena,10/27/19,Gibraltar,Portugal,Portugal,Fielding,normal,,Portugal,,4 wickets,,Cartagena,,,
932,2019,Abu Dhabi,10/27/19,Jersey,Oman,Jersey,Fielding,normal,,Jersey,14 runs,,,Abu Dhabi,,,
933,2019,Dubai (DSC),10/27/19,Netherlands,Scotland,Netherlands,Fielding,normal,,Netherlands,,4 wickets,,Dubai (DSC),,,
934,2019,Cartagena,10/27/19,Spain,Gibraltar,Spain,Batting,normal,,Spain,,6 wickets,,Cartagena,,,
935,2019,Abu Dhabi,10/27/19,U.A.E.,Canada,U.A.E.,Batting,normal,,U.A.E.,14 runs,,,Abu Dhabi,,,
936,2019,Dubai (DSC),10/29/19,U.A.E.,Netherlands,Netherlands,Batting,normal,,Netherlands,,8 wickets,,Dubai (DSC),,,
937,2019,Dubai (DSC),10/29/19,Namibia,Oman,Namibia,Fielding,normal,,Namibia,54 runs,,,Dubai (DSC),,,
938,2019,Brisbane,10/30/19,Australia,Sri Lanka,Australia,Fielding,normal,,Australia,,9 wickets,,Brisbane,,,
939,2019,Dubai (DSC),10/30/19,U.A.E.,Scotland,Scotland,Batting,normal,,Scotland,90 runs,,,Dubai (DSC),,,
940,2019,Dubai (DSC),10/30/19,Hong Kong,Oman,Oman,Fielding,normal,,Oman,12 runs,,,Dubai (DSC),,,
941,2019,ICCA Dubai,10/31/19,Oman,Scotland,Scotland,Fielding,normal,,Scotland,,5 wickets,,ICCA Dubai,,,
942,2019,Christchurch,11/01/19,New Zealand,England,England,Batting,normal,,England,,7 wickets,,Hagley Oval ,,,
943,2019,Melbourne,11/01/19,Australia,Sri Lanka,Australia,Fielding,normal,,Australia,,7 wickets,,Melbourne Cricket Ground ,,,
944,2019,Dubai (DSC),11/01/19,Ireland,Netherlands,Netherlands,Fielding,normal,,Netherlands,21 runs,,,Dubai (DSC),,,
945,2019,Dubai (DSC),11/01/19,Namibia,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,18 runs,,,Dubai (DSC),,,
946,2019,Dubai (DSC),11/02/19,Ireland,Namibia,Ireland,Fielding,normal,,Ireland,27 runs,,,Dubai (DSC),,,
947,2019,Dubai (DSC),11/02/19,Netherlands,P.N.G.,Netherlands,Fielding,normal,,Netherlands,,7 wickets,,Dubai (DSC),,,
948,2019,Wellington,11/03/19,New Zealand,England,New Zealand,Fielding,normal,,New Zealand,21 runs,,,Wellington,,,
949,2019,Sydney,11/03/19,Australia,Pakistan,Pakistan,Batting,no res,,,,,,Sydney,,,
950,2019,Delhi,11/03/19,India,Bangladesh,Bangladesh,Fielding,normal,,Bangladesh,,7 wickets,,Delhi,,,
951,2019,Nelson,11/05/19,New Zealand,England,England,Fielding,normal,,New Zealand,14 runs,,,Nelson,,,
952,2019,Canberra,11/05/19,Australia,Pakistan,Pakistan,Batting,normal,,Australia,,7 wickets,,Canberra,,,
953,2019,Lilongwe,11/06/19,Malawi,Mozambique,Australia,Fielding,normal,,Malawi,,3 wickets,,Lilongwe,,,
954,2019,Lilongwe,11/06/19,Malawi,Mozambique,Malawi,Fielding,normal,,Malawi,,7 wickets,,Lilongwe,,,
955,2019,Lilongwe,11/07/19,Malawi,Mozambique,Malawi,Fielding,normal,,Malawi,25 runs,,,Lilongwe,,,
956,2019,Lilongwe,11/07/19,Malawi,Mozambique,Mozambique,Batting,normal,,Malawi,,4 wickets,,Lilongwe,,,
957,2019,Rajkot,11/07/19,India,Bangladesh,Bangladesh,Batting,normal,,India,,8 wickets,,Rajkot,,,
958,2019,Napier,11/08/19,New Zealand,England,England,Fielding,normal,,England,76 runs,,,Napier,,,
959,2019,Perth,11/08/19,Australia,Pakistan,Pakistan,Fielding,normal,,Australia,,10 wickets,,Perth,,,
960,2019,Blantyre,11/09/19,Malawi,Mozambique,Mozambique,Batting,normal,,Malawi,15 runs,,,Blantyre,,,
961,2019,Blantyre,11/09/19,Malawi,Mozambique,Mozambique,Fielding,no res,,,,,,Blantyre,,,
962,2019,Auckland,11/10/19,New Zealand,England,New Zealand,Fielding,tie,,,,,,Oval,,,
963,2019,Blantyre,11/10/19,Malawi,Mozambique,Malawi,Fielding,normal,,Mozambique,11 runs,,,Blantyre,,,
964,2019,Nagpur,11/10/19,India,Bangladesh,India,Fielding,normal,,India,30 runs,,,Nagpur,,,
965,2019,Lucknow,11/14/19,Afghanistan,West Indies,Afghanistan,Fielding,normal,,West Indies,30 runs,,,Lucknow,,,
966,2019,Lucknow,11/16/19,Afghanistan,West Indies,West Indies,Batting,normal,,Afghanistan,41 runs,,,Lucknow,,,
967,2019,Lucknow,11/17/19,Afghanistan,West Indies,Afghanistan,Fielding,normal,,Afghanistan,29 runs,,,Lucknow,,,
968,2019,Kirtipur,12/05/19,Nepal,Bhutan,Nepal,Fielding,normal,,Nepal,141 runs,,,Kirtipur,,,
969,2019,Kirtipur,12/06/19,Nepal,Maldives,Nepal,Batting,normal,,Nepal,84 runs,,,Kirtipur,,,
970,2019,Hyderabad (Deccan),12/06/19,India,West Indies,India,Fielding,normal,,India,,6 wickets,,Hyderabad (Deccan),,,
971,2019,Kirtipur,12/07/19,Bhutan,Maldives,Bhutan,Batting,normal,,Maldives,,8 wickets,,Kirtipur,,,
972,2019,Thiruvananthapuram,12/08/19,India,West Indies,India,Fielding,normal,,West Indies,,8 wickets,,Thiruvananthapuram,,,
973,2019,Kirtipur,12/09/19,Nepal,Maldives,Nepal,Fielding,normal,,Nepal,,5 wickets,,Kirtipur,,,
974,2019,Mumbai,12/11/19,India,West Indies,India,Fielding,normal,,India,67 runs,,,Mumbai,,,
975,2020,Guwahati,01/05/20,India,Sri Lanka,India,Batting,no res,,,,,,Guwahati,,,
976,2020,Indore,01/07/20,India,Sri Lanka,India,Batting,normal,,India,,7 wickets,,Indore,,,
977,2020,Pune,01/10/20,India,Sri Lanka,India,Fielding,normal,,India,78 runs,,,Pune,,,
978,2020,St George's,01/15/20,West Indies,Ireland,West Indies,Fielding,normal,,Ireland,4 runs,,,St George's,,,
979,2020,Basseterre,01/18/20,West Indies,Ireland,Ireland,Fielding,no res,,,,,,Basseterre,,,
980,2020,Basseterre,01/19/20,West Indies,Ireland,West Indies,Fielding,normal,,West Indies,,9 wickets,,Basseterre,,,
981,2020,Auckland,01/24/20,New Zealand,India,India,Batting,normal,,India,,6 wickets,,Seddon Park,,,
982,2020,Lahore,01/24/20,Pakistan,Bangladesh,Pakistan,Fielding,normal,,Pakistan,,5 wickets,,Gaddafi stadium,,,
983,2020,Lahore,01/25/20,Pakistan,Bangladesh,Pakistan,Fielding,normal,,Pakistan,,9 wickets,,Gaddafi stadium,,,
984,2020,Auckland,01/26/20,New Zealand,India,India,Fielding,normal,,India,,7 wickets,,eden park,,,
985,2020,Hamilton,01/29/20,New Zealand,India,New Zealand,Fielding,tie,,,,,,Hamilton,,,
986,2020,Wellington,01/31/20,New Zealand,India,New Zealand,Fielding,tie,,,,,,Wellington,,,
987,2020,Mount Maunganui,02/02/20,New Zealand,India,India,Batting,normal,,India,7 runs,,,Mount Maunganui,,,
988,2020,Doha,02/12/20,Qatar,Uganda,Qatar,Fielding,normal,,Qatar,40 runs,,,Doha,,,
989,2020,East London,02/12/20,South Africa,England,South Africa,Batting,normal,,South Africa,1 run,,,East London,,,
990,2020,Doha,02/13/20,Qatar,Uganda,Qatar,Fielding,normal,,Qatar,28 runs,,,Doha,,,
991,2020,Durban,02/14/20,South Africa,England,England,Fielding,normal,,England,2 runs,,,Durban,,,
992,2020,Doha,02/15/20,Qatar,Uganda,Uganda,Fielding,normal,,Uganda,18 runs,,,Doha,,,
993,2020,Centurion,02/16/20,South Africa,England,England,Fielding,normal,,England,,5 wickets,,Centurion,,,
994,2020,Kuala Lumpur,02/20/20,Malaysia,Hong Kong,Malaysia,Batting,normal,,Malaysia,21 runs,,,Kuala Lumpur,,,
995,2020,Kuala Lumpur,02/21/20,Malaysia,Hong Kong,Malaysia,Batting,normal,,Malaysia,35 runs,,,Kuala Lumpur,,,
996,2020,Johannesburg,02/21/20,South Africa,Australia,Australia,Batting,normal,,Australia,107 runs,,,Imperial Wanderer Stadium,,,
997,2020,Al Amerat,02/23/20,Iran,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,,10 wickets,,Al Amerat,,,
998,2020,Al Amerat,02/23/20,Maldives,Qatar,Qatar,Fielding,normal,,Qatar,106 runs,,,Al Amerat,,,
999,2020,Al Amerat,02/23/20,Kuwait,Saudi Arabia,Kuwait,Fielding,normal,,Kuwait,,9 wickets,,Al Amerat,,,
1000,2020,Al Amerat,02/23/20,Oman,Bahrain,Oman,Fielding,normal,,Oman,,8 wickets,,Al Amerat,,,
1001,2020,Kuala Lumpur,02/23/20,Malaysia,Hong Kong,Malaysia,Fielding,normal,,Malaysia,8 runs,,,Kuala Lumpur,,,
1002,2020,Port Elizabeth,02/23/20,South Africa,Australia,South Africa,Fielding,normal,,South Africa,12 runs,,,Port Elizabeth,,,
1003,2020,Al Amerat,02/24/20,Iran,Saudi Arabia,Saudi Arabia,Batting,normal,,Saudi Arabia,,9 wickets,,Al Amerat,,,
1004,2020,Al Amerat,02/24/20,Oman,Qatar,Qatar,Fielding,normal,,Qatar,34 runs,,,Al Amerat,,,
1005,2020,Kuala Lumpur,02/24/20,Malaysia,Hong Kong,Malaysia,Fielding,normal,,Malaysia,13 runs,,,Kuala Lumpur,,,
1006,2020,Al Amerat,02/24/20,Bahrain,Maldives,Bahrain,Batting,normal,,Bahrain,65 runs,,,Al Amerat,,,
1007,2020,Al Amerat,02/24/20,Kuwait,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,47 runs,,,Al Amerat,,,
1008,2020,Al Amerat,02/25/20,Oman,Maldives,Maldives,Fielding,normal,,Oman,,10 wickets,,Al Amerat,,,
1009,2020,Al Amerat,02/25/20,Saudi Arabia,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,12 runs,,,Al Amerat,,,
1010,2020,Al Amerat,02/25/20,Bahrain,Qatar,Qatar,Fielding,normal,,Bahrain,,6 wickets,,Al Amerat,,,
1011,2020,Al Amerat,02/25/20,Iran,Kuwait,Kuwait,Batting,normal,,Kuwait,,8 wickets,,Al Amerat,,,
1012,2020,Kuala Lumpur,02/26/20,Malaysia,Hong Kong,Hong Kong,Fielding,normal,,Malaysia,,6 wickets,,Kuala Lumpur,,,
1013,2020,Al Amerat,02/26/20,Bahrain,Kuwait,Kuwait,Fielding,normal,,Kuwait,87 runs,,,Al Amerat,,,
1014,2020,Al Amerat,02/26/20,Qatar,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,28 runs,,,Al Amerat,,,
1015,2020,Cape Town,02/26/20,South Africa,Australia,Australia,Fielding,normal,,Australia,97 runs,,,Cape Town,,,
1016,2020,Al Amerat,02/27/20,Kuwait,U.A.E.,U.A.E.,Batting,normal,,U.A.E.,102 runs,,,Al Amerat,,,
1017,2020,Bangkok,02/29/20,Thailand,Singapore,Thailand,Fielding,normal,,Singapore,43 runs,,,Bangkok,,,
1018,2020,Bangkok,02/29/20,Malaysia,Nepal,Malaysia,Batting,normal,,Malaysia,22 runs,,,Bangkok,,,
1019,2020,Bangkok,03/01/20,Hong Kong,Nepal,Hong Kong,Batting,normal,,Hong Kong,43 runs,,,Bangkok,,,
1020,2020,Bangkok,03/01/20,Thailand,Malaysia,Thailand,Fielding,normal,,Malaysia,,8 wickets,,Bangkok,,,
1021,2020,Bangkok,03/03/20,Malaysia,Singapore,Malaysia,Fielding,normal,,Singapore,128 runs,,,Bangkok,,,
1022,2020,Bangkok,03/03/20,Thailand,Hong Kong,Thailand,Fielding,normal,,Hong Kong,,8 wickets,,Bangkok,,,
1023,2020,Bangkok,03/04/20,Thailand,Nepal,Thailand,Fielding,normal,,Nepal,,9 wickets,,Bangkok,,,
1024,2020,Bangkok,03/04/20,Hong Kong,Singapore,Hong Kong,Batting,normal,,Singapore,16 runs,,,Bangkok,,,
1025,2020,Pallekele,03/04/20,Sri Lanka,West Indies,West Indies,Fielding,normal,,West Indies,25 runs,,,Pallekele,,,
1026,2020,Bangkok,03/06/20,Hong Kong,Malaysia,Malaysia,Fielding,normal,,Hong Kong,,6 wickets,,Bangkok,,,
1027,2020,Greater Noida,03/06/20,Afghanistan,Ireland,Ireland,Fielding,normal,,Afghanistan,11 runs,,,Greater Noida,,,
1028,2020,Pallekele,03/06/20,Sri Lanka,West Indies,West Indies,Batting,normal,,West Indies,,7 wickets,,Pallekele,,,
1029,2020,Greater Noida,03/08/20,Afghanistan,Ireland,Afghanistan,Batting,normal,,Afghanistan,21 runs,,,Greater Noida,,,
1030,2020,Almeria,03/08/20,Spain,Germany,Spain,Fielding,normal,,Spain,,9 wickets,,Almeria,,,
1031,2020,Almeria,03/08/20,Spain,Germany,Spain,Batting,normal,,Germany,58 runs,,,Almeria,,,
1032,2020,Dhaka,03/09/20,Bangladesh,Zimbabwe,Bangladesh,Fielding,normal,,Bangladesh,48 runs,,,Dhaka,,,
1033,2020,Greater Noida,03/10/20,Afghanistan,Ireland,Afghanistan,Fielding,tie,,,,,,Greater Noida,,,
1034,2020,Dhaka,03/11/20,Bangladesh,Zimbabwe,Zimbabwe,Batting,normal,,Bangladesh,,9 wickets,,Dhaka,,,
